State/Province,Postcode,Starbucks Count,City,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Cafe Count
AK,99501.0,2,Anchorage,US,61.22,-149.89,17213.0,38.3,54579.0,39690.0,0
AK,99502.0,4,Anchorage,US,61.18,-149.95,23649.0,32.8,87250.0,39021.0,0
AK,99503.0,1,Anchorage,US,61.18,-149.88,14107.0,34.0,46819.0,27693.0,0
AK,99504.0,5,Anchorage,US,61.23,-149.74,42189.0,31.3,77132.0,31811.0,0
AK,99505.0,1,Fort Richardson,US,61.26,-149.68,6479.0,21.6,51582.0,19267.0,0
AK,99506.0,1,Anchorage,US,61.23,-149.75,7541.0,22.7,58537.0,21115.0,0
AK,99507.0,3,Anchorage,US,61.18,-149.84,40013.0,33.5,85935.0,39237.0,0
AK,99508.0,2,Anchorage,US,61.22,-149.82,35437.0,30.3,58955.0,29441.0,0
AK,99515.0,5,Anchorage,US,61.14,-149.85,22661.0,33.2,95430.0,41142.0,0
AK,99517.0,1,Anchorage,US,61.19,-149.92,16809.0,36.0,72258.0,39398.0,0
AK,99577.0,3,Eagle River,US,61.35,-149.55,28565.0,31.4,99628.0,37468.0,0
AK,99603.0,1,Homer,US,59.64,-151.54,10130.0,38.6,57622.0,30310.0,0
AK,99615.0,1,Kodiak,US,57.81,-152.37,13197.0,32.1,72574.0,30857.0,0
AK,99645.0,2,Palmer,US,61.6,-149.12,27818.0,34.8,77619.0,30968.0,0
AK,99654.0,4,Wasilla,US,61.58,-149.41,56325.0,33.2,74955.0,29865.0,0
AK,99664.0,1,Seward,US,60.13,-149.43,4892.0,40.5,63309.0,29317.0,0
AK,99669.0,2,Soldotna,US,60.49,-151.05,14464.0,38.0,70845.0,32516.0,0
AK,99701.0,2,Fairbanks,US,64.85,-147.69,18900.0,30.4,51637.0,28460.0,0
AK,99703.0,1,Fort Wainwright,US,64.83,-147.65,7726.0,22.3,53557.0,20104.0,0
AK,99705.0,1,North Pole,US,64.76,-147.35,24421.0,30.5,74920.0,30720.0,0
AK,99709.0,3,Fairbanks,US,64.84,-147.81,31594.0,35.1,77209.0,38517.0,0
AK,99801.0,2,Juneau,US,58.36,-134.55,30262.0,37.3,86240.0,39926.0,0
AK,99901.0,1,Ketchikan,US,55.35,-131.67,13717.0,38.7,64222.0,32010.0,0
AL,35007.0,3,Alabaster,US,33.23,-86.8,26499.0,36.2,65649.0,24701.0,0
AL,35022.0,1,Bessemer,US,33.33,-86.93,20020.0,41.1,60159.0,28721.0,0
AL,35055.0,1,Cullman,US,34.15,-86.84,20290.0,38.7,37614.0,20451.0,0
AL,35068.0,1,Fultondale,US,33.61,-86.81,7966.0,39.1,51240.0,25532.0,0
AL,35071.0,1,Gardendale,US,33.65,-86.82,15763.0,42.7,56967.0,29328.0,0
AL,35203.0,1,Birmingham,US,33.5,-86.81,3193.0,38.7,18283.0,21939.0,0
AL,35205.0,2,Birmingham,US,33.51,-86.79,21141.0,28.5,30910.0,25582.0,0
AL,35209.0,3,Homewood,US,33.47,-86.77,29463.0,29.4,49739.0,31286.0,0
AL,35210.0,1,Birmingham,US,33.53,-86.72,13763.0,47.3,44368.0,31500.0,0
AL,35212.0,2,Birmingham,US,33.56,-86.75,13372.0,32.4,27265.0,18203.0,0
AL,35216.0,2,Vestavia Hills,US,33.45,-86.79,36098.0,33.9,52930.0,36208.0,0
AL,35223.0,2,Mountain Brook,US,33.51,-86.77,10660.0,44.1,117371.0,64130.0,0
AL,35226.0,1,Hoover,US,33.4,-86.83,34514.0,37.4,89375.0,41337.0,0
AL,35233.0,2,Birmingham,US,33.51,-86.8,1393.0,28.3,51389.0,31321.0,0
AL,35235.0,2,Trussville,US,33.6,-86.64,18730.0,38.3,50047.0,25136.0,0
AL,35242.0,3,Hoover,US,33.43,-86.67,52466.0,39.7,83090.0,47314.0,0
AL,35243.0,1,Vestavia Hills,US,33.46,-86.74,16870.0,39.9,71042.0,50063.0,0
AL,35244.0,4,Hoover,US,33.38,-86.81,33470.0,37.2,81796.0,39884.0,0
AL,35401.0,1,Tuscaloosa,US,33.21,-87.55,36746.0,22.6,24143.0,11843.0,0
AL,35404.0,2,Tuscaloosa,US,33.2,-87.51,21397.0,28.0,39439.0,20057.0,0
AL,35487.0,1,Tuscaloosa,US,33.21,-87.55,0.0,0.0,0.0,0.0,0
AL,35601.0,1,Decatur,US,34.59,-86.96,33493.0,36.2,36506.0,20416.0,0
AL,35603.0,1,Decatur,US,34.56,-87.0,31058.0,42.3,52456.0,30444.0,0
AL,35611.0,1,Athens,US,34.78,-86.95,25405.0,40.9,37358.0,23556.0,0
AL,35630.0,1,Florence,US,34.84,-87.64,33352.0,34.8,31331.0,20284.0,0
AL,35632.0,1,Florence,US,34.8,-87.68,0.0,0.0,0.0,0.0,0
AL,35758.0,3,Madison,US,34.75,-86.74,44472.0,37.6,84691.0,41796.0,0
AL,35801.0,3,Huntsville,US,34.77,-86.58,22813.0,43.6,59904.0,38584.0,0
AL,35802.0,2,Huntsville,US,34.69,-86.55,21349.0,45.2,62741.0,41482.0,0
AL,35806.0,2,Huntsville,US,34.75,-86.68,20629.0,35.9,69620.0,38743.0,0
AL,35904.0,1,Gadsden,US,33.99,-86.08,14274.0,40.7,31988.0,17680.0,0
AL,36066.0,2,Prattville,US,32.47,-86.39,19243.0,35.6,55436.0,27300.0,0
AL,36106.0,2,Montgomery,US,32.36,-86.22,15224.0,34.5,47633.0,30112.0,0
AL,36116.0,1,Montgomery,US,32.34,-86.18,44196.0,31.3,42191.0,21852.0,0
AL,36117.0,3,Montgomery,US,32.38,-86.16,52232.0,34.5,61795.0,33184.0,0
AL,36203.0,2,Oxford,US,33.61,-85.78,18138.0,41.2,51362.0,23991.0,0
AL,36303.0,1,Dothan,US,31.27,-85.45,31316.0,38.2,39892.0,24150.0,0
AL,36526.0,1,Daphne,US,30.65,-87.91,31420.0,36.3,63312.0,29573.0,0
AL,36527.0,1,Spanish Fort,US,30.67,-87.85,13597.0,40.6,82485.0,37820.0,0
AL,36535.0,1,Foley,US,30.38,-87.68,27236.0,43.8,42433.0,23769.0,0
AL,36542.0,1,Gulf Shores,US,30.3,-87.68,13315.0,48.1,47121.0,31042.0,0
AL,36561.0,1,Orange Beach,US,30.27,-87.59,6035.0,55.6,58218.0,37903.0,0
AL,36604.0,1,Mobile,US,30.68,-88.07,10046.0,39.8,44336.0,27355.0,0
AL,36606.0,3,Mobile,US,30.68,-88.12,19135.0,34.6,35307.0,21840.0,0
AL,36608.0,2,Mobile,US,30.7,-88.13,37301.0,33.6,48625.0,28908.0,0
AL,36688.0,1,Mobile,US,30.7,-88.18,337.0,20.3,0.0,3056.0,0
AL,36695.0,3,Mobile,US,30.68,-88.19,48227.0,36.9,65464.0,32225.0,0
AL,36801.0,3,Opelika,US,32.64,-85.37,24273.0,36.5,38011.0,23769.0,0
AL,36830.0,1,Auburn,US,32.61,-85.46,36303.0,29.1,51155.0,31481.0,0
AL,36849.0,2,Auburn,US,32.61,-85.48,3539.0,19.4,0.0,2047.0,0
AR,71854.0,1,Texarkana,US,33.46,-94.04,37014.0,37.3,39846.0,21277.0,0
AR,71913.0,1,Hot Springs,US,34.46,-93.06,44123.0,44.6,37213.0,25431.0,0
AR,71999.0,1,Arkadelphia,US,34.13,-93.06,774.0,19.9,0.0,3323.0,0
AR,72015.0,1,Benton,US,34.61,-92.53,29757.0,35.3,46565.0,22296.0,0
AR,72022.0,2,Bryant,US,34.61,-92.53,16318.0,37.2,59643.0,28313.0,0
AR,72032.0,3,Conway,US,35.11,-92.39,32534.0,32.7,45840.0,22494.0,0
AR,72035.0,1,Conway,US,35.08,-92.45,1523.0,19.5,0.0,2503.0,0
AR,72076.0,1,Jacksonville,US,34.89,-92.11,39359.0,34.4,42089.0,20288.0,0
AR,72099.0,1,"Little Rock,",US,34.9,-92.15,662.0,21.4,0.0,20718.0,0
AR,72113.0,1,Maumelle,US,34.85,-92.4,22999.0,33.9,60558.0,33655.0,0
AR,72116.0,2,North Little Rock,US,34.82,-92.23,21920.0,41.0,59544.0,34436.0,0
AR,72143.0,1,Searcy,US,35.25,-91.69,36782.0,31.3,45269.0,23770.0,0
AR,72149.0,1,Searcy,US,35.25,-91.73,0.0,0.0,0.0,0.0,0
AR,72201.0,2,Little Rock,US,34.75,-92.27,888.0,51.8,67441.0,88974.0,0
AR,72202.0,2,Little Rock,US,34.73,-92.22,10905.0,38.4,31498.0,25664.0,0
AR,72205.0,3,Little Rock,US,34.75,-92.34,23798.0,34.9,50212.0,31119.0,0
AR,72207.0,2,Little Rock,US,34.77,-92.34,10092.0,40.6,64129.0,53155.0,0
AR,72209.0,1,Little Rock,US,34.66,-92.41,30592.0,30.3,28943.0,14640.0,0
AR,72211.0,2,Little Rock,US,34.75,-92.4,23415.0,33.7,63772.0,33276.0,0
AR,72212.0,1,Little Rock,US,34.77,-92.4,13181.0,42.6,95276.0,46787.0,0
AR,72223.0,2,Little Rock,US,34.8,-92.42,22139.0,39.8,90266.0,52296.0,0
AR,72227.0,1,Little Rock,US,34.76,-92.38,11683.0,38.9,61182.0,37713.0,0
AR,72401.0,4,Jonesboro,US,35.84,-90.67,56614.0,32.0,36620.0,20042.0,0
AR,72653.0,1,Mountain Home,US,36.35,-92.37,27912.0,52.1,36834.0,23824.0,0
AR,72701.0,2,Fayetteville,US,36.07,-94.18,41869.0,26.9,37610.0,24224.0,0
AR,72703.0,1,Fayetteville,US,36.12,-94.15,30718.0,31.0,38741.0,33529.0,0
AR,72704.0,1,Fayetteville,US,36.08,-94.21,23827.0,32.0,54219.0,28299.0,0
AR,72712.0,2,Bentonville,US,36.36,-94.2,46387.0,33.8,72369.0,36136.0,0
AR,72719.0,1,Bentonville,US,36.36,-94.25,9988.0,28.9,56109.0,23349.0,0
AR,72756.0,1,Rogers,US,36.33,-94.18,39811.0,35.2,46344.0,24155.0,0
AR,72758.0,3,Rogers,US,36.31,-94.15,38516.0,32.1,61311.0,32112.0,0
AR,72762.0,1,Springdale,US,36.18,-94.18,36261.0,35.7,57196.0,27354.0,0
AR,72802.0,1,Russellville,US,35.28,-93.11,21052.0,41.3,47532.0,23814.0,0
AR,72903.0,2,Ft. Smith,US,35.36,-94.36,26841.0,40.1,45125.0,31304.0,0
AR,72913.0,1,Ft. Smith,US,35.35,-94.35,0.0,0.0,0.0,0.0,0
AR,72956.0,1,Van Buren,US,35.47,-94.36,33117.0,38.0,40266.0,21356.0,0
AZ,85003.0,3,Phoenix,US,33.47,-112.07,9479.0,37.3,41038.0,30082.0,0
AZ,85004.0,4,Phoenix,US,33.47,-112.07,4610.0,35.9,30202.0,31399.0,0
AZ,85007.0,1,Phoenix,US,33.47,-112.08,14445.0,33.9,28380.0,18481.0,0
AZ,85008.0,1,Phoenix,US,33.48,-111.99,57086.0,28.9,33481.0,16078.0,0
AZ,85012.0,2,Phoenix,US,33.49,-112.07,6279.0,44.6,58108.0,45093.0,0
AZ,85013.0,5,Phoenix,US,33.52,-112.08,20228.0,39.2,50247.0,37333.0,0
AZ,85014.0,1,Phoenix,US,33.52,-112.06,25553.0,36.4,43369.0,27793.0,0
AZ,85015.0,2,Phoenix,US,33.52,-112.09,39441.0,30.6,29729.0,16367.0,0
AZ,85016.0,10,Phoenix,US,33.53,-112.01,34901.0,38.6,48864.0,33782.0,0
AZ,85017.0,1,Phoenix,US,33.52,-112.13,40048.0,26.7,28533.0,12285.0,0
AZ,85018.0,5,Phoenix,US,33.5,-111.96,37978.0,39.4,54176.0,42593.0,0
AZ,85020.0,1,Phoenix,US,33.54,-112.06,32670.0,43.3,46596.0,30253.0,0
AZ,85021.0,2,Phoenix,US,33.55,-112.1,38994.0,33.4,36190.0,25225.0,0
AZ,85022.0,7,Phoenix,US,33.64,-112.05,49112.0,38.9,46475.0,28430.0,0
AZ,85023.0,1,Phoenix,US,33.61,-112.1,31995.0,35.4,48935.0,27064.0,0
AZ,85026.0,1,Phoenix,US,33.44,-112.01,0.0,0.0,0.0,0.0,0
AZ,85027.0,3,Phoenix,US,33.67,-112.12,35834.0,34.9,51332.0,26253.0,0
AZ,85028.0,3,Phoenix,US,33.58,-111.98,19000.0,48.6,89010.0,46323.0,0
AZ,85029.0,2,Phoenix,US,33.6,-112.13,44964.0,35.2,41385.0,20561.0,0
AZ,85032.0,11,Phoenix,US,33.65,-111.98,72222.0,35.2,48036.0,24122.0,0
AZ,85033.0,1,Phoenix,US,33.51,-112.24,61118.0,25.9,33662.0,11046.0,0
AZ,85034.0,4,Phoenix,US,33.44,-112.0,4171.0,27.8,21488.0,11867.0,0
AZ,85035.0,2,Phoenix,US,33.48,-112.22,55354.0,24.2,31803.0,10959.0,0
AZ,85037.0,2,Phoenix,US,33.51,-112.25,48348.0,27.1,48335.0,16728.0,0
AZ,85041.0,1,Phoenix,US,33.38,-112.1,59188.0,28.8,42830.0,16587.0,0
AZ,85042.0,3,Phoenix,US,33.39,-112.03,41917.0,32.1,45127.0,20129.0,0
AZ,85044.0,4,Phoenix,US,33.35,-111.97,38608.0,39.1,70217.0,40149.0,0
AZ,85048.0,3,Phoenix,US,33.31,-111.98,34462.0,40.8,96041.0,45268.0,0
AZ,85050.0,3,Phoenix,US,33.68,-111.97,30083.0,37.9,78673.0,40181.0,0
AZ,85051.0,2,Phoenix,US,33.57,-112.13,42752.0,33.4,38098.0,17838.0,0
AZ,85053.0,3,Phoenix,US,33.64,-112.12,27982.0,37.1,44886.0,23289.0,0
AZ,85054.0,2,Phoenix,US,33.68,-111.93,6049.0,39.2,76558.0,50655.0,0
AZ,85085.0,2,Phoenix,US,33.71,-112.11,19529.0,34.1,81250.0,37358.0,0
AZ,85086.0,4,Phoenix,US,33.87,-112.13,41102.0,39.5,83135.0,35717.0,0
AZ,85118.0,1,Gold Canyon,US,33.37,-111.47,11857.0,63.7,62715.0,43175.0,0
AZ,85120.0,2,Apache Junction,US,33.42,-111.55,28599.0,51.0,35322.0,19502.0,0
AZ,85122.0,3,Casa Grande,US,32.93,-111.72,52817.0,36.5,44364.0,20928.0,0
AZ,85128.0,1,Coolidge,US,32.99,-111.52,15867.0,36.1,40334.0,16120.0,0
AZ,85132.0,1,Florence,US,33.06,-111.49,36013.0,38.5,48176.0,14844.0,0
AZ,85139.0,3,Maricopa,US,33.07,-112.04,18669.0,34.7,54711.0,20575.0,0
AZ,85140.0,1,Queen Creek,US,33.22,-111.57,40505.0,29.4,59556.0,20654.0,0
AZ,85142.0,4,Queen Creek,US,33.28,-111.64,54373.0,30.9,72007.0,26383.0,0
AZ,85143.0,2,Queen Creek,US,33.18,-111.56,38393.0,30.5,58595.0,21307.0,0
AZ,85201.0,3,Mesa,US,33.43,-111.87,50232.0,31.1,35379.0,19018.0,0
AZ,85202.0,5,Mesa,US,33.39,-111.86,36909.0,31.8,42463.0,23605.0,0
AZ,85203.0,2,Mesa,US,33.45,-111.8,35568.0,32.2,45469.0,22035.0,0
AZ,85204.0,5,Mesa,US,33.39,-111.75,64665.0,31.5,44949.0,19360.0,0
AZ,85205.0,1,Mesa,US,33.42,-111.73,41270.0,50.7,43496.0,27023.0,0
AZ,85206.0,4,Mesa,US,33.41,-111.68,33885.0,46.5,45501.0,27140.0,0
AZ,85207.0,1,Mesa,US,33.44,-111.63,46821.0,41.0,65507.0,33477.0,0
AZ,85208.0,1,Mesa,US,33.41,-111.63,35852.0,48.3,44519.0,23187.0,0
AZ,85209.0,6,Mesa,US,33.4,-111.6,41181.0,43.1,56275.0,26580.0,0
AZ,85210.0,2,Mesa,US,33.38,-111.84,38151.0,30.6,36996.0,17727.0,0
AZ,85212.0,2,Mesa,US,33.32,-111.68,25829.0,31.3,78702.0,26109.0,0
AZ,85213.0,1,Mesa,US,33.42,-111.77,33789.0,40.4,56401.0,29257.0,0
AZ,85215.0,5,Mesa,US,33.47,-111.68,15524.0,55.0,61530.0,36647.0,0
AZ,85224.0,5,Chandler,US,33.34,-111.86,45291.0,34.0,62283.0,30913.0,0
AZ,85225.0,2,Chandler,US,33.35,-111.82,73155.0,32.2,55940.0,25415.0,0
AZ,85226.0,8,Chandler,US,33.32,-111.9,38484.0,35.8,77350.0,36012.0,0
AZ,85233.0,2,Gilbert,US,33.34,-111.81,37463.0,35.7,75414.0,32514.0,0
AZ,85234.0,1,Gilbert,US,33.38,-111.72,52774.0,33.1,79068.0,30927.0,0
AZ,85236.0,1,Higley,US,33.33,-111.69,0.0,0.0,0.0,0.0,0
AZ,85248.0,3,Chandler,US,33.26,-111.84,31941.0,58.1,65852.0,39991.0,0
AZ,85249.0,6,Chandler,US,33.25,-111.73,40432.0,38.5,102532.0,39117.0,0
AZ,85250.0,4,Scottsdale,US,33.54,-111.89,16950.0,48.9,60149.0,42860.0,0
AZ,85251.0,7,Scottsdale,US,33.5,-111.91,38968.0,36.4,51263.0,41092.0,0
AZ,85253.0,2,Scottsdale,US,33.54,-111.93,17115.0,53.2,121496.0,95998.0,0
AZ,85254.0,8,Scottsdale,US,33.63,-111.92,46089.0,43.4,87079.0,44779.0,0
AZ,85255.0,6,Scottsdale,US,33.7,-111.89,39105.0,47.2,110354.0,65754.0,0
AZ,85257.0,2,Scottsdale,US,33.48,-111.91,30040.0,40.0,52134.0,30278.0,0
AZ,85258.0,3,Scottsdale,US,33.58,-111.88,22654.0,54.5,73116.0,56362.0,0
AZ,85259.0,2,Scottsdale,US,33.59,-111.83,22417.0,47.8,104631.0,64533.0,0
AZ,85260.0,7,Scottsdale,US,33.64,-111.86,36552.0,44.4,76194.0,51666.0,0
AZ,85266.0,3,Scottsdale,US,33.78,-111.92,11112.0,58.3,105753.0,64760.0,0
AZ,85268.0,3,Fountain Hills,US,33.61,-111.72,23570.0,56.6,73326.0,48717.0,0
AZ,85281.0,12,Tempe,US,33.45,-111.91,59492.0,23.5,31538.0,17466.0,0
AZ,85282.0,8,Tempe,US,33.41,-111.91,51538.0,30.7,49248.0,26206.0,0
AZ,85283.0,3,Tempe,US,33.36,-111.91,47087.0,32.0,55414.0,27365.0,0
AZ,85284.0,4,Tempe,US,33.35,-111.91,17655.0,44.5,116636.0,51988.0,0
AZ,85286.0,3,Chandler,US,33.29,-111.84,41935.0,34.7,88600.0,35126.0,0
AZ,85287.0,2,Tempe,US,33.42,-111.93,0.0,0.0,0.0,0.0,0
AZ,85295.0,4,Gilbert,US,33.33,-111.72,42782.0,31.7,86442.0,32085.0,0
AZ,85296.0,5,Gilbert,US,33.35,-111.72,42244.0,32.9,82376.0,31111.0,0
AZ,85297.0,4,Gilbert,US,33.29,-111.69,31061.0,29.4,91078.0,32185.0,0
AZ,85302.0,2,Glendale,US,33.58,-112.15,37356.0,35.1,41390.0,20440.0,0
AZ,85304.0,1,Glendale,US,33.6,-112.17,26600.0,40.3,56125.0,25419.0,0
AZ,85306.0,3,Glendale,US,33.61,-112.16,24735.0,37.5,58968.0,25014.0,0
AZ,85308.0,9,Glendale,US,33.67,-112.15,65154.0,40.1,68079.0,31779.0,0
AZ,85309.0,1,Glendale,US,33.54,-112.36,789.0,21.3,0.0,19188.0,0
AZ,85310.0,3,Phoenix,US,33.71,-112.14,19207.0,39.6,90038.0,36286.0,0
AZ,85323.0,1,Avondale,US,33.43,-112.31,40306.0,27.7,43454.0,15206.0,0
AZ,85326.0,1,Buckeye,US,33.43,-112.56,55996.0,31.9,51611.0,16965.0,0
AZ,85331.0,4,Phoenix,US,33.8,-111.97,27898.0,47.4,89988.0,43501.0,0
AZ,85338.0,5,Goodyear,US,33.49,-112.36,46600.0,33.4,65375.0,24726.0,0
AZ,85339.0,3,Laveen,US,33.38,-112.17,42223.0,28.9,63418.0,20962.0,0
AZ,85340.0,4,Litchfield Park,US,33.51,-112.34,28890.0,37.2,81946.0,30843.0,0
AZ,85344.0,1,Parker,US,34.15,-114.28,9981.0,39.1,34865.0,19465.0,0
AZ,85345.0,1,Peoria,US,33.56,-112.29,59693.0,34.6,46416.0,20560.0,0
AZ,85351.0,3,Sun City,US,33.64,-112.28,29094.0,72.9,34664.0,26640.0,0
AZ,85353.0,1,Tolleson,US,33.42,-112.27,35574.0,27.0,52552.0,16846.0,0
AZ,85364.0,3,Yuma,US,32.68,-114.62,73631.0,31.5,38281.0,18304.0,0
AZ,85365.0,3,Yuma,US,32.7,-114.49,49050.0,34.9,48572.0,24434.0,0
AZ,85367.0,2,Yuma,US,32.67,-114.41,20931.0,62.7,50354.0,29612.0,0
AZ,85373.0,1,Phoenix,US,33.64,-112.29,18926.0,65.7,51224.0,28922.0,0
AZ,85374.0,6,Surprise,US,33.66,-112.35,46394.0,52.2,48681.0,25979.0,0
AZ,85375.0,2,Sun City West,US,33.67,-112.35,27502.0,74.1,46007.0,35226.0,0
AZ,85377.0,1,CAREFREE,US,33.82,-111.92,2978.0,66.3,84485.0,62004.0,0
AZ,85379.0,3,Surprise,US,33.61,-112.36,43550.0,32.4,72320.0,25238.0,0
AZ,85381.0,1,Peoria,US,33.61,-112.22,27154.0,41.8,73817.0,31296.0,0
AZ,85382.0,5,Peoria,US,33.68,-112.23,41584.0,43.1,64521.0,31563.0,0
AZ,85383.0,4,Peoria,US,33.72,-112.26,40928.0,36.6,102773.0,40481.0,0
AZ,85388.0,1,Surprise,US,33.62,-112.43,25266.0,32.4,70686.0,24350.0,0
AZ,85390.0,1,Wickenburg,US,33.96,-112.77,8702.0,56.5,42461.0,28125.0,0
AZ,85392.0,3,Avondale,US,33.49,-112.28,37303.0,32.0,65850.0,25786.0,0
AZ,85395.0,2,Goodyear,US,33.47,-112.34,27465.0,43.3,76861.0,34083.0,0
AZ,85539.0,1,Miami,US,33.4,-110.87,5233.0,42.2,43900.0,20335.0,0
AZ,85540.0,1,Morenci,US,33.05,-109.33,3280.0,28.1,67260.0,24434.0,0
AZ,85541.0,2,Payson,US,34.25,-111.31,21491.0,55.7,40760.0,23464.0,0
AZ,85552.0,1,Thatcher,US,32.84,-109.74,6507.0,26.0,42215.0,20662.0,0
AZ,85602.0,1,Benson,US,31.97,-110.31,8898.0,54.5,38575.0,21730.0,0
AZ,85603.0,1,Bisbee,US,31.4,-109.92,6872.0,50.1,31736.0,23448.0,0
AZ,85613.0,1,Fort Huachuca,US,31.55,-110.36,5859.0,21.2,61892.0,18490.0,0
AZ,85614.0,1,Green Valley,US,31.85,-111.0,22046.0,69.0,48333.0,33201.0,0
AZ,85621.0,2,Nogales,US,31.37,-110.94,22965.0,33.4,28673.0,14627.0,0
AZ,85629.0,2,Sahuarita,US,31.96,-110.99,23359.0,33.2,64308.0,25122.0,0
AZ,85635.0,3,Sierra Vista,US,31.56,-110.26,35055.0,35.6,53780.0,25790.0,0
AZ,85643.0,1,WILLCOX,US,32.26,-109.84,8902.0,41.0,41871.0,20962.0,0
AZ,85653.0,1,Marana,US,32.37,-111.14,13984.0,38.1,56721.0,22563.0,0
AZ,85658.0,1,Marana,US,32.41,-111.3,10600.0,53.3,81027.0,42370.0,0
AZ,85704.0,5,Tucson,US,32.34,-110.97,30411.0,48.5,51971.0,32382.0,0
AZ,85705.0,5,Tucson,US,32.29,-110.96,56176.0,34.1,24188.0,15476.0,0
AZ,85707.0,1,Tucson,US,32.22,-110.86,749.0,20.9,0.0,20402.0,0
AZ,85710.0,4,Tucson,US,32.24,-110.82,56534.0,42.2,41845.0,24029.0,0
AZ,85711.0,2,Tucson,US,32.22,-110.87,41015.0,36.8,33279.0,20498.0,0
AZ,85712.0,4,Tucson,US,32.27,-110.86,33906.0,38.8,32240.0,22709.0,0
AZ,85713.0,1,Tucson,US,32.18,-110.95,47261.0,35.5,32892.0,15716.0,0
AZ,85714.0,2,Tuscon,US,32.16,-110.99,14706.0,34.4,25106.0,12298.0,0
AZ,85715.0,1,Tucson,US,32.25,-110.84,18200.0,46.1,55238.0,32935.0,0
AZ,85716.0,3,Tucson,US,32.24,-110.91,33137.0,34.2,33075.0,24953.0,0
AZ,85718.0,5,Tucson,US,32.32,-110.89,27414.0,50.9,76853.0,59118.0,0
AZ,85719.0,4,Tucson,US,32.27,-110.94,44813.0,23.5,29813.0,18392.0,0
AZ,85721.0,2,Tucson,US,32.23,-110.95,0.0,0.0,0.0,0.0,0
AZ,85730.0,2,Tucson,US,32.19,-110.79,39772.0,37.2,45873.0,23534.0,0
AZ,85737.0,3,Oro Valley,US,32.4,-110.96,21851.0,49.3,80571.0,40429.0,0
AZ,85739.0,1,Tucson,US,32.48,-110.92,17621.0,64.1,62063.0,33457.0,0
AZ,85741.0,4,Tucson,US,32.34,-111.01,34707.0,34.6,51614.0,23816.0,0
AZ,85742.0,1,Marana,US,32.37,-111.1,26466.0,39.0,69395.0,32928.0,0
AZ,85743.0,1,Tucson,US,32.36,-111.09,29404.0,41.0,68945.0,33190.0,0
AZ,85745.0,4,Tucson,US,32.3,-110.97,37746.0,38.0,47841.0,27532.0,0
AZ,85746.0,2,Tucson,US,32.14,-111.01,43591.0,31.9,39669.0,16160.0,0
AZ,85747.0,2,Tucson,US,32.12,-110.77,24423.0,35.2,82024.0,31399.0,0
AZ,85748.0,4,Tucson,US,32.22,-110.77,17458.0,45.8,64814.0,34863.0,0
AZ,85749.0,1,Tucson,US,32.25,-110.84,19188.0,51.8,84583.0,44223.0,0
AZ,85750.0,1,Tucson,US,32.31,-110.89,23494.0,53.2,72431.0,51540.0,0
AZ,85755.0,1,Oro Valley,US,32.43,-110.96,15875.0,55.9,88305.0,44209.0,0
AZ,85757.0,1,Tucson,US,32.13,-111.09,18819.0,30.3,54199.0,17539.0,0
AZ,85901.0,1,Show Low,US,34.25,-110.05,17211.0,43.9,41493.0,21302.0,0
AZ,85929.0,1,Lakeside,US,34.14,-109.96,8283.0,47.1,43472.0,25781.0,0
AZ,86001.0,7,Flagstaff,US,35.2,-111.63,42168.0,28.9,48292.0,28485.0,0
AZ,86004.0,2,Flagstaff,US,35.23,-111.58,37521.0,34.3,60887.0,29699.0,0
AZ,86011.0,1,Flagstaff,US,35.19,-111.66,7478.0,19.1,0.0,4699.0,0
AZ,86040.0,1,Page,US,36.92,-111.46,10653.0,33.0,54538.0,22388.0,0
AZ,86046.0,1,Williams,US,35.25,-112.19,5906.0,45.8,44397.0,23208.0,0
AZ,86301.0,4,Prescott,US,34.6,-112.43,21412.0,53.2,46164.0,26148.0,0
AZ,86303.0,1,Prescott,US,34.53,-112.47,17269.0,57.4,45865.0,31955.0,0
AZ,86305.0,2,Prescott,US,34.56,-112.48,18064.0,57.4,56604.0,32607.0,0
AZ,86314.0,3,Prescott Valley,US,34.59,-112.33,36382.0,37.8,39784.0,19435.0,0
AZ,86322.0,2,Camp Verde,US,34.58,-111.86,11534.0,48.3,34766.0,19266.0,0
AZ,86323.0,1,Chino Valley,US,34.76,-112.45,15920.0,50.7,43886.0,22441.0,0
AZ,86326.0,1,Cottonwood,US,34.73,-112.01,24649.0,47.5,40409.0,21454.0,0
AZ,86336.0,4,Sedona,US,34.87,-111.76,11378.0,57.9,55114.0,43180.0,0
AZ,86401.0,1,Kingman,US,35.21,-114.04,25177.0,45.6,44755.0,23777.0,0
AZ,86403.0,3,Lake Havasu City,US,34.48,-114.32,16767.0,45.8,37267.0,21197.0,0
AZ,86406.0,1,Lake Havasu City,US,34.46,-114.28,23234.0,53.3,47077.0,26720.0,0
AZ,86409.0,2,Kingman,US,35.24,-114.04,26082.0,46.7,32957.0,18644.0,0
AZ,86426.0,2,Fort Mohave,US,35.02,-114.6,13351.0,49.3,42775.0,23736.0,0
AZ,86442.0,2,Bullhead City,US,35.12,-114.59,33010.0,49.7,34505.0,20527.0,0
CA,90001.0,2,Los Angeles,US,33.99,-118.25,57227.0,28.0,33887.0,11072.0,0
CA,90004.0,1,Los Angeles,US,34.07,-118.32,64008.0,35.7,40612.0,27207.0,0
