State/Province,Postcode,Starbucks Count,City,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Cafe Count
CA,92780.0,6,Tustin,US,33.76,-117.81,61209.0,33.6,65488.0,26880.0,0
CA,92782.0,3,Tustin,US,33.73,-117.79,23182.0,37.1,102069.0,45673.0,0
CA,92801.0,3,Anaheim,US,33.85,-117.92,65595.0,30.9,48982.0,18467.0,0
CA,92802.0,7,Anaheim,US,33.83,-117.92,43250.0,32.6,53033.0,19330.0,0
CA,92804.0,1,Anaheim,US,33.82,-117.96,84504.0,34.2,53148.0,20616.0,0
CA,92805.0,3,Anaheim,US,33.84,-117.91,72637.0,30.3,54279.0,18554.0,0
CA,92806.0,2,Anaheim,US,33.85,-117.89,40989.0,33.9,65171.0,25808.0,0
CA,92807.0,4,Anaheim Hills,US,33.86,-117.79,35285.0,44.1,97868.0,41229.0,0
CA,92808.0,4,Anaheim Hills,US,33.87,-117.74,20449.0,41.1,111615.0,52000.0,0
CA,92821.0,8,Brea,US,33.92,-117.87,37615.0,38.7,81477.0,35866.0,0
CA,92823.0,1,Brea,US,33.91,-117.85,3400.0,39.9,133482.0,45174.0,0
CA,92831.0,5,Fullerton,US,33.89,-117.87,36249.0,30.0,59915.0,27166.0,0
CA,92832.0,4,Fullerton,US,33.87,-117.92,25166.0,32.7,59496.0,24762.0,0
CA,92833.0,3,Fullerton,US,33.88,-117.96,53271.0,35.3,66885.0,27520.0,0
CA,92835.0,1,Fullerton,US,33.92,-117.93,23567.0,44.6,93818.0,48159.0,0
CA,92840.0,4,Garden Grove,US,33.79,-117.92,56917.0,35.5,61726.0,21949.0,0
CA,92843.0,3,Garden Grove,US,33.77,-117.9,43928.0,36.4,50585.0,17565.0,0
CA,92844.0,1,Garden Grove,US,33.77,-117.97,24804.0,37.1,46978.0,18324.0,0
CA,92845.0,2,Garden Grove,US,33.79,-118.03,17221.0,42.0,92161.0,34746.0,0
CA,92860.0,3,Norco,US,33.94,-117.56,27091.0,39.7,88130.0,28340.0,0
CA,92865.0,3,Orange,US,33.83,-117.84,20554.0,35.8,87889.0,30695.0,0
CA,92866.0,4,Orange,US,33.79,-117.84,15490.0,32.4,59449.0,27985.0,0
CA,92867.0,2,Orange,US,33.81,-117.84,44991.0,35.1,81995.0,32933.0,0
CA,92868.0,5,Orange,US,33.79,-117.86,26817.0,32.5,61825.0,22786.0,0
CA,92869.0,2,Orange,US,33.79,-117.8,37124.0,39.5,90767.0,36878.0,0
CA,92870.0,1,Placentia,US,33.88,-117.84,53772.0,36.7,80185.0,30798.0,0
CA,92879.0,3,Corona,US,33.89,-117.52,47452.0,34.0,62413.0,22859.0,0
CA,92880.0,4,Eastvale,US,33.98,-117.56,63696.0,32.1,101425.0,28266.0,0
CA,92881.0,4,Corona,US,33.85,-117.52,33490.0,36.2,91231.0,32909.0,0
CA,92882.0,1,Corona,US,33.84,-117.57,70676.0,33.1,68953.0,25921.0,0
CA,92883.0,2,SOUTH CORONA,US,33.75,-117.45,32167.0,38.2,90262.0,33448.0,0
CA,92886.0,2,Yorba Linda,US,33.89,-117.78,49565.0,42.9,111949.0,46569.0,0
CA,93001.0,3,Ventura,US,34.28,-119.27,33899.0,36.5,57874.0,30412.0,0
CA,93003.0,10,Ventura,US,34.28,-119.21,50701.0,40.1,67348.0,33318.0,0
CA,93010.0,5,Camarillo,US,34.24,-119.04,44422.0,39.4,86973.0,38889.0,0
CA,93012.0,2,Camarillo,US,34.23,-119.0,35272.0,41.0,97308.0,43837.0,0
CA,93013.0,1,Carpinteria,US,34.39,-119.51,16259.0,44.8,72064.0,38491.0,0
CA,93015.0,1,Fillmore,US,34.4,-118.92,17253.0,32.7,57480.0,19914.0,0
CA,93021.0,5,Moorpark,US,34.3,-118.84,36873.0,37.3,99583.0,37589.0,0
CA,93023.0,1,Ojai,US,34.42,-119.29,20313.0,48.7,64099.0,37447.0,0
CA,93030.0,2,Oxnard,US,34.2,-119.18,61102.0,30.9,57481.0,19494.0,0
CA,93033.0,2,Oxnard,US,34.17,-119.16,83057.0,28.7,54002.0,15843.0,0
CA,93036.0,5,Oxnard,US,34.24,-119.16,44716.0,30.7,63275.0,22411.0,0
CA,93041.0,1,Port Hueneme,US,34.18,-119.22,24197.0,30.5,55783.0,23418.0,0
CA,93060.0,2,Santa Paula,US,34.35,-119.07,34060.0,33.0,54230.0,20177.0,0
CA,93063.0,3,Simi Valley,US,34.29,-118.68,56500.0,39.8,85101.0,35213.0,0
CA,93065.0,7,Simi Valley,US,34.28,-118.74,72676.0,39.6,92992.0,39208.0,0
CA,93101.0,6,Santa Barbara,US,34.42,-119.7,32458.0,31.5,52430.0,27567.0,0
CA,93105.0,2,Santa Barbara,US,34.44,-119.75,25632.0,47.4,85948.0,49157.0,0
CA,93108.0,1,Santa Barbara,US,34.42,-119.65,11761.0,49.7,122823.0,87132.0,0
CA,93109.0,1,Santa Barbara,US,34.4,-119.72,11089.0,41.9,102561.0,51978.0,0
CA,93117.0,3,Isla Vista,US,34.44,-119.83,56386.0,22.0,57653.0,23341.0,0
CA,93203.0,1,Arvin,US,34.99,-118.94,22079.0,23.9,36148.0,10775.0,0
CA,93206.0,1,Buttonwillow,US,35.4,-119.4,2211.0,31.3,40170.0,14634.0,0
CA,93210.0,1,Coalinga,US,36.14,-120.36,19101.0,34.5,51238.0,17487.0,0
CA,93215.0,1,Delano,US,35.78,-119.25,56046.0,29.1,36687.0,11402.0,0
CA,93230.0,3,Hanford,US,36.33,-119.65,66108.0,32.0,53070.0,23252.0,0
CA,93239.0,1,Kettleman City,US,35.99,-119.96,1840.0,26.0,36700.0,12324.0,0
CA,93240.0,1,Lake Isabella,US,35.62,-118.48,5797.0,52.8,26081.0,19384.0,0
CA,93243.0,1,Lebec,US,34.98,-118.95,1565.0,36.0,54063.0,19620.0,0
CA,93245.0,1,Lemoore,US,36.31,-119.78,37520.0,26.7,48953.0,22616.0,0
CA,93246.0,1,NAS Lemoore,US,36.3,-119.78,0.0,0.0,0.0,0.0,0
CA,93247.0,1,Lindsay,US,36.2,-119.1,18916.0,29.4,35648.0,14429.0,0
CA,93257.0,4,Porterville,US,36.08,-119.02,75959.0,29.1,37657.0,15194.0,0
CA,93268.0,1,Taft,US,35.15,-119.47,17387.0,29.6,48270.0,20152.0,0
CA,93274.0,2,Tulare,US,36.23,-119.32,71853.0,29.9,45890.0,18718.0,0
CA,93277.0,7,Visalia,US,36.33,-119.31,51377.0,34.5,50959.0,24815.0,0
CA,93291.0,3,Visalia,US,36.36,-119.29,55990.0,30.5,49230.0,20986.0,0
CA,93301.0,3,Bakersfield,US,35.38,-119.02,11557.0,31.6,30650.0,19766.0,0
CA,93304.0,4,Bakersfield,US,35.34,-119.03,52172.0,29.7,34632.0,14823.0,0
CA,93306.0,2,Bakersfield,US,35.4,-118.95,69242.0,30.1,51632.0,21857.0,0
CA,93307.0,2,Bakersfield,US,35.35,-118.91,85957.0,26.4,34596.0,12278.0,0
CA,93308.0,5,Bakersfield,US,35.44,-119.04,54128.0,34.7,44392.0,22467.0,0
CA,93309.0,7,Bakersfield,US,35.37,-119.04,60380.0,31.2,47548.0,23127.0,0
CA,93311.0,5,Bakersfield,US,35.36,-119.09,44874.0,32.3,89825.0,36181.0,0
CA,93312.0,4,Bakersfield,US,35.41,-119.1,57579.0,33.0,91308.0,35174.0,0
CA,93313.0,2,Bakersfield,US,35.31,-119.05,45862.0,30.3,66550.0,21789.0,0
CA,93314.0,2,Bakersfield,US,35.38,-119.15,24537.0,36.1,98724.0,39522.0,0
CA,93401.0,4,San Luis Obispo,US,35.28,-120.64,28431.0,32.2,55112.0,34611.0,0
CA,93402.0,1,Los Osos,US,35.31,-120.83,15424.0,47.1,63115.0,35497.0,0
CA,93405.0,3,San Luis Obispo,US,35.29,-120.67,35021.0,22.1,42882.0,16901.0,0
CA,93407.0,3,San Luis Obispo,US,35.3,-120.66,0.0,0.0,0.0,0.0,0
CA,93420.0,2,Arroyo Grande,US,35.13,-120.6,30444.0,48.4,66650.0,35100.0,0
CA,93422.0,2,Atascadero,US,35.53,-120.66,32191.0,41.6,67493.0,33421.0,0
CA,93427.0,1,Buellton,US,34.61,-120.19,5410.0,44.5,70525.0,30970.0,0
CA,93433.0,1,Grover Beach,US,35.12,-120.61,13409.0,39.1,54228.0,28681.0,0
CA,93436.0,2,Lompoc,US,34.66,-120.46,55329.0,34.6,52801.0,23442.0,0
CA,93442.0,1,Morro Bay,US,35.37,-120.84,11035.0,49.5,51950.0,34486.0,0
CA,93444.0,2,Nipomo,US,35.04,-120.49,19173.0,41.5,63654.0,31325.0,0
CA,93446.0,5,Paso Robles,US,35.64,-120.66,44844.0,40.2,64626.0,30930.0,0
CA,93449.0,1,Pismo Beach,US,35.14,-120.63,7890.0,51.0,73355.0,42024.0,0
CA,93454.0,7,Santa Maria,US,34.97,-120.42,37651.0,32.7,52280.0,21279.0,0
CA,93455.0,1,Orcutt,US,34.86,-120.42,42780.0,40.8,72060.0,32144.0,0
CA,93514.0,2,Bishop,US,37.37,-118.4,14254.0,46.2,51727.0,28981.0,0
CA,93524.0,1,Edwards,US,34.92,-117.93,177.0,22.3,0.0,19516.0,0
CA,93534.0,2,Lancaster,US,34.7,-118.15,38431.0,32.9,35434.0,17538.0,0
CA,93535.0,1,Lancaster,US,34.68,-118.11,73979.0,29.4,40588.0,15005.0,0
CA,93536.0,3,Lancaster,US,34.69,-118.17,71254.0,36.2,70195.0,25021.0,0
CA,93546.0,2,Mammoth Lakes,US,37.65,-118.97,9147.0,33.5,61952.0,30029.0,0
CA,93550.0,1,Palmdale,US,34.58,-118.13,75088.0,27.7,37669.0,14199.0,0
CA,93551.0,5,Palmdale,US,34.61,-118.14,50100.0,38.6,84486.0,31591.0,0
CA,93552.0,3,Palmdale,US,34.58,-118.04,42630.0,27.9,54132.0,15667.0,0
CA,93555.0,2,Ridgecrest,US,35.63,-117.67,33580.0,38.1,61881.0,29569.0,0
CA,93560.0,1,Rosamond,US,34.86,-118.18,20209.0,32.6,55618.0,21119.0,0
CA,93561.0,2,Tehachapi,US,35.13,-118.47,33823.0,41.6,61614.0,24939.0,0
CA,93610.0,1,Chowchilla,US,37.13,-120.26,23912.0,35.3,36536.0,12664.0,0
CA,93611.0,5,Clovis,US,36.85,-119.66,48736.0,36.2,76778.0,30460.0,0
CA,93612.0,5,Clovis,US,36.84,-119.7,36237.0,31.3,39556.0,18718.0,0
CA,93618.0,1,Dinuba,US,36.55,-119.4,30379.0,27.7,37239.0,13819.0,0
CA,93625.0,1,Fowler,US,36.63,-119.68,7346.0,31.3,42234.0,19582.0,0
CA,93630.0,1,Kerman,US,36.73,-120.04,18898.0,29.6,42038.0,16047.0,0
CA,93631.0,1,Kingsburg,US,36.52,-119.56,16618.0,34.3,56120.0,24460.0,0
CA,93635.0,3,Los Banos,US,37.06,-120.83,39927.0,30.4,44366.0,16653.0,0
CA,93637.0,3,Madera,US,37.02,-120.08,39596.0,30.6,48893.0,18595.0,0
CA,93638.0,1,Madera,US,36.88,-119.8,50851.0,27.0,36356.0,13186.0,0
CA,93644.0,2,Oakhurst,US,37.33,-119.65,7702.0,55.1,42939.0,24435.0,0
CA,93654.0,1,Reedley,US,36.6,-119.46,31259.0,31.9,46368.0,17124.0,0
CA,93657.0,1,Sanger,US,36.71,-119.56,35129.0,34.3,52357.0,20308.0,0
CA,93662.0,1,Selma,US,36.58,-119.63,30774.0,31.8,42752.0,17175.0,0
CA,93704.0,2,Fresno,US,36.84,-119.81,27009.0,39.3,48141.0,26908.0,0
CA,93705.0,1,Fresno,US,36.79,-119.83,38379.0,29.5,31672.0,14181.0,0
CA,93710.0,7,Fresno,US,36.82,-119.74,32434.0,26.8,42254.0,20751.0,0
CA,93711.0,3,Fresno,US,36.84,-119.83,37317.0,44.7,66786.0,39052.0,0
CA,93720.0,7,Fresno,US,36.87,-119.74,46411.0,38.3,77767.0,36405.0,0
CA,93721.0,3,Fresno,US,36.74,-119.77,6811.0,34.1,12487.0,11350.0,0
CA,93722.0,3,Fresno,US,36.84,-119.87,82683.0,30.0,54093.0,20193.0,0
CA,93725.0,1,Fresno,US,36.64,-119.76,26632.0,27.3,37560.0,12951.0,0
CA,93726.0,2,Fresno,US,36.79,-119.76,43115.0,27.5,31823.0,14328.0,0
CA,93727.0,3,Fresno,US,36.77,-119.7,76619.0,29.7,47052.0,18931.0,0
CA,93728.0,1,Fresno,US,36.76,-119.8,15496.0,30.4,32323.0,16733.0,0
CA,93730.0,1,Fresno,US,36.87,-119.78,10286.0,41.3,111762.0,50093.0,0
CA,93740.0,1,Fresno,US,36.81,-119.75,0.0,0.0,0.0,0.0,0
CA,93772.0,1,Fresno,US,36.83,-119.92,0.0,0.0,0.0,0.0,0
CA,93901.0,3,Salinas,US,36.67,-121.64,26800.0,36.4,50901.0,24811.0,0
CA,93905.0,3,Salinas,US,36.7,-121.6,61343.0,26.9,42754.0,12417.0,0
CA,93906.0,5,Salinas,US,36.72,-121.65,63897.0,30.7,54945.0,19994.0,0
CA,93907.0,3,Salinas,US,36.79,-121.66,21901.0,37.9,64605.0,27147.0,0
CA,93923.0,2,Carmel,US,36.54,-121.91,13043.0,59.3,96532.0,68421.0,0
CA,93926.0,1,Gonzales,US,36.51,-121.44,9402.0,28.2,49308.0,14891.0,0
CA,93930.0,1,King City,US,36.2,-121.14,16691.0,29.2,42912.0,15660.0,0
CA,93933.0,3,Marina,US,36.69,-121.8,23451.0,35.3,54960.0,25250.0,0
CA,93940.0,6,Monterey,US,36.62,-121.83,32785.0,37.9,71043.0,40294.0,0
CA,93950.0,1,Pacific Grove,US,36.6,-121.92,15570.0,48.9,80037.0,47787.0,0
CA,93955.0,4,Seaside,US,36.65,-121.79,34311.0,31.8,51606.0,21225.0,0
CA,93960.0,1,Soledad,US,36.42,-121.32,26946.0,36.5,49310.0,10475.0,0
CA,94002.0,3,Belmont,US,37.52,-122.28,26961.0,40.2,109111.0,58094.0,0
CA,94010.0,5,Burlingame,US,37.6,-122.35,42452.0,42.2,121421.0,79109.0,0
CA,94014.0,3,Daly City,US,37.7,-122.46,48691.0,37.4,70957.0,26130.0,0
CA,94015.0,5,Daly City,US,37.7,-122.47,64258.0,39.7,79395.0,30874.0,0
CA,94019.0,1,Half Moon Bay,US,37.47,-122.43,19050.0,44.7,103535.0,53739.0,0
CA,94022.0,2,Los Altos,US,37.38,-122.12,19578.0,48.3,184871.0,105595.0,0
CA,94024.0,1,Los Altos,US,37.36,-122.1,23050.0,46.1,186985.0,88702.0,0
CA,94025.0,7,Menlo Park,US,37.48,-122.15,41234.0,38.3,127236.0,72065.0,0
CA,94030.0,2,Millbrae,US,37.6,-122.39,22447.0,45.1,93894.0,44469.0,0
CA,94040.0,7,Mountain View,US,37.4,-122.07,34792.0,34.8,107244.0,58234.0,0
CA,94041.0,1,Mountain View,US,37.39,-122.08,13916.0,35.3,90970.0,61006.0,0
CA,94043.0,3,Mountain View,US,37.42,-122.08,29458.0,35.9,102500.0,58071.0,0
CA,94044.0,5,Pacifica,US,37.66,-122.48,38735.0,41.8,100043.0,44901.0,0
CA,94061.0,1,Redwood City,US,37.47,-122.22,37809.0,37.3,85164.0,42735.0,0
CA,94062.0,1,Redwood City,US,37.49,-122.24,27567.0,44.5,130395.0,80818.0,0
CA,94063.0,7,Redwood City,US,37.49,-122.19,32549.0,31.4,55605.0,22547.0,0
CA,94065.0,1,Redwood City,US,37.52,-122.25,12241.0,41.1,142142.0,70904.0,0
CA,94066.0,5,San Bruno,US,37.64,-122.41,42569.0,39.2,83888.0,36852.0,0
CA,94070.0,3,San Carlos,US,37.51,-122.25,30287.0,43.0,131199.0,66711.0,0
CA,94080.0,4,South San Francisco,US,37.66,-122.4,66431.0,38.9,81455.0,32796.0,0
CA,94085.0,1,Sunnyvale,US,37.39,-122.03,23683.0,31.3,97643.0,41629.0,0
CA,94086.0,3,Sunnyvale,US,37.38,-122.03,48258.0,34.0,101777.0,49443.0,0
CA,94087.0,7,Sunnyvale,US,37.37,-122.01,56411.0,39.2,125488.0,57916.0,0
CA,94102.0,7,San Francisco,US,37.79,-122.41,28926.0,41.7,25362.0,33854.0,0
CA,94103.0,11,San Francisco,US,37.79,-122.4,24309.0,40.4,43321.0,49601.0,0
CA,94104.0,5,San Francisco,US,37.79,-122.4,304.0,49.2,0.0,84310.0,0
CA,94105.0,10,San Francisco,US,37.79,-122.39,6108.0,36.8,172570.0,153109.0,0
CA,94107.0,3,San Francisco,US,37.78,-122.39,28641.0,37.0,121167.0,74668.0,0
CA,94108.0,3,San Francisco,US,37.79,-122.4,14252.0,43.5,40435.0,49391.0,0
CA,94109.0,4,San Francisco,US,37.81,-122.42,56293.0,36.5,66276.0,65539.0,0
CA,94110.0,1,San Francisco,US,37.76,-122.41,72528.0,36.4,90364.0,51616.0,0
CA,94111.0,11,San Francisco,US,37.8,-122.39,3527.0,46.3,91603.0,87861.0,0
CA,94112.0,1,San Francisco,US,37.73,-122.46,84145.0,40.9,72545.0,28391.0,0
CA,94114.0,4,San Francisco,US,37.77,-122.43,32598.0,41.5,125265.0,88191.0,0
CA,94115.0,5,San Francisco,US,37.79,-122.43,35154.0,37.7,89811.0,72466.0,0
CA,94117.0,2,San Francisco,US,37.78,-122.45,42462.0,34.3,108429.0,65866.0,0
CA,94118.0,2,San Francisco,US,37.79,-122.45,41391.0,37.2,86999.0,56848.0,0
CA,94121.0,1,San Francisco,US,37.78,-122.48,42622.0,42.6,69813.0,44887.0,0
CA,94122.0,3,San Francisco,US,37.76,-122.47,60929.0,39.5,90514.0,45052.0,0
CA,94123.0,3,San Francisco,US,37.8,-122.43,25273.0,34.3,124231.0,92468.0,0
CA,94124.0,1,San Francisco,US,37.74,-122.39,35010.0,34.4,49945.0,23276.0,0
CA,94127.0,2,San Francisco,US,37.74,-122.45,19446.0,45.8,131842.0,66593.0,0
CA,94128.0,4,San Francisco,US,37.62,-122.38,99.0,30.6,0.0,3612.0,0
CA,94129.0,1,San Francisco,US,37.8,-122.45,3639.0,29.2,163786.0,72113.0,0
CA,94131.0,1,San Francisco,US,37.74,-122.44,28472.0,42.2,101496.0,66815.0,0
CA,94132.0,2,San Francisco,US,37.73,-122.48,32031.0,34.3,70627.0,32147.0,0
CA,94133.0,2,San Francisco,US,37.81,-122.42,27485.0,41.2,54496.0,48803.0,0
CA,94158.0,2,San Francisco,US,37.77,-122.39,5747.0,32.4,79650.0,60453.0,0
CA,94301.0,1,Palo Alto,US,37.45,-122.16,16876.0,42.5,142168.0,95121.0,0
CA,94303.0,2,Palo Alto,US,37.46,-122.13,47550.0,32.4,89862.0,39915.0,0
CA,94304.0,2,Palo Alto,US,37.44,-122.17,3655.0,39.4,104831.0,87692.0,0
CA,94305.0,1,Stanford,US,37.42,-122.17,14228.0,22.0,50000.0,30414.0,0
CA,94306.0,6,Palo Alto,US,37.43,-122.12,27583.0,39.9,117976.0,67384.0,0
CA,94401.0,2,San Mateo,US,37.58,-122.32,37298.0,36.6,72800.0,34755.0,0
CA,94402.0,2,San Mateo,US,37.55,-122.31,24591.0,42.3,122475.0,63556.0,0
CA,94403.0,6,San Mateo,US,37.54,-122.29,40548.0,39.9,98923.0,48104.0,0
CA,94404.0,5,San Mateo,US,37.56,-122.26,35492.0,41.2,121875.0,58523.0,0
CA,94501.0,7,Alameda,US,37.79,-122.23,63118.0,39.8,72884.0,41592.0,0
CA,94503.0,2,American Canyon,US,38.18,-122.25,20285.0,35.8,75885.0,29023.0,0
CA,94506.0,3,Danville,US,37.8,-121.92,22622.0,43.7,171136.0,72861.0,0
CA,94507.0,2,Alamo,US,37.85,-122.03,16653.0,46.6,165230.0,78931.0,0
CA,94509.0,3,Oakley,US,38.01,-121.75,64406.0,36.1,53998.0,23127.0,0
CA,94510.0,4,Benicia,US,38.08,-122.15,27723.0,43.2,88871.0,44140.0,0
CA,94513.0,4,Brentwood,US,37.94,-118.49,58399.0,37.9,92731.0,34592.0,0
CA,94514.0,1,Byron,US,37.89,-121.62,1209.0,36.8,52250.0,30885.0,0
CA,94517.0,1,Clayton,US,37.95,-121.95,12913.0,46.7,122125.0,53468.0,0
CA,94518.0,1,Concord,US,37.94,-122.02,26966.0,41.1,73372.0,34596.0,0
CA,94519.0,2,Concord,US,37.98,-121.99,19819.0,39.2,71121.0,30891.0,0
CA,94520.0,6,Concord,US,37.99,-122.03,39484.0,32.4,47048.0,21017.0,0
CA,94521.0,3,Concord,US,37.97,-121.96,41575.0,41.4,86662.0,40414.0,0
CA,94523.0,7,Pleasant Hill,US,37.98,-122.06,34707.0,39.8,81599.0,43910.0,0
CA,94526.0,3,Danville,US,37.82,-121.99,32340.0,46.5,131037.0,66508.0,0
CA,94530.0,3,El Cerrito,US,37.93,-122.3,24482.0,44.1,87039.0,45689.0,0
CA,94531.0,5,Antioch,US,37.99,-121.74,43095.0,33.8,88578.0,28383.0,0
CA,94533.0,5,Fairfield,US,38.29,-122.03,71487.0,33.4,56790.0,23504.0,0
CA,94534.0,4,Fairfield,US,38.27,-122.05,37253.0,41.1,91893.0,38654.0,0
CA,94535.0,1,Travis AFB,US,38.27,-121.95,4254.0,22.6,54397.0,18375.0,0
CA,94536.0,1,Fremont,US,37.57,-122.03,71765.0,37.5,96562.0,39137.0,0
CA,94538.0,10,Fremont,US,37.55,-121.95,64696.0,34.9,89874.0,35073.0,0
CA,94539.0,4,Fremont,US,37.56,-121.92,52096.0,41.7,145782.0,52694.0,0
CA,94541.0,6,Hayward,US,37.68,-122.08,64282.0,35.0,61421.0,25830.0,0
CA,94542.0,1,Hayward,US,37.66,-122.06,13262.0,33.6,90986.0,39287.0,0
CA,94544.0,4,Hayward,US,37.65,-122.06,77213.0,33.7,60539.0,23223.0,0
CA,94545.0,1,Hayward,US,37.63,-122.11,32236.0,37.6,76773.0,28148.0,0
CA,94546.0,4,Castro Valley,US,37.7,-122.06,42754.0,40.6,76269.0,36228.0,0
CA,94547.0,2,Hercules,US,38.02,-122.26,24860.0,39.5,100970.0,37241.0,0
CA,94549.0,3,Lafayette,US,37.9,-122.1,28719.0,45.3,137989.0,73343.0,0
CA,94550.0,3,Livermore,US,37.68,-121.78,48663.0,41.1,104581.0,47171.0,0
CA,94551.0,7,Livermore,US,37.72,-121.72,41250.0,36.7,98920.0,40620.0,0
CA,94553.0,5,Martinez,US,38.02,-122.09,49256.0,42.7,78673.0,38089.0,0
CA,94556.0,2,Moraga,US,37.86,-122.12,15861.0,46.9,137639.0,67669.0,0
CA,94558.0,6,Napa,US,38.32,-122.29,68227.0,41.0,74337.0,36456.0,0
CA,94559.0,3,Napa,US,38.3,-122.27,27900.0,36.9,61883.0,33499.0,0
CA,94560.0,5,Newark,US,37.55,-121.99,44207.0,38.7,86757.0,32220.0,0
CA,94561.0,1,Oakley,US,38.0,-121.73,39435.0,34.4,82060.0,28170.0,0
CA,94563.0,2,Orinda,US,37.88,-122.18,18580.0,47.1,163772.0,86693.0,0
CA,94564.0,3,Pinole,US,38.0,-122.29,18887.0,43.7,71936.0,34278.0,0
CA,94565.0,4,Pittsburg,US,38.02,-121.87,89712.0,33.2,56311.0,22189.0,0
CA,94566.0,6,Pleasanton,US,37.68,-121.86,43413.0,42.8,122260.0,53641.0,0
CA,94568.0,7,Dublin,US,37.71,-121.85,49864.0,36.5,116199.0,47043.0,0
CA,94577.0,3,San Leandro,US,37.73,-122.14,46494.0,40.8,63047.0,30868.0,0
CA,94578.0,2,San Leandro,US,37.71,-122.13,39642.0,34.1,50726.0,24090.0,0
CA,94579.0,1,San Leandro,US,37.69,-122.14,22056.0,43.3,69630.0,28466.0,0
CA,94580.0,1,San Lorenzo,US,37.69,-122.13,29445.0,36.6,71120.0,25889.0,0
CA,94582.0,1,San Ramon,US,37.77,-121.92,40215.0,36.3,136280.0,54088.0,0
CA,94583.0,8,San Ramon,US,37.78,-121.93,35631.0,39.7,124220.0,50490.0,0
CA,94585.0,1,Suisun City,US,38.25,-122.02,29260.0,33.3,65563.0,24835.0,0
CA,94587.0,5,Union City,US,37.61,-122.02,72690.0,37.8,85521.0,30463.0,0
CA,94588.0,6,Pleasanton,US,37.71,-121.85,32979.0,40.0,128668.0,51625.0,0
CA,94589.0,1,Vallejo,US,38.13,-122.26,31289.0,37.5,55322.0,21783.0,0
CA,94590.0,1,Vallejo,US,38.08,-122.23,35543.0,36.8,39497.0,22127.0,0
CA,94591.0,5,Vallejo,US,38.13,-122.21,54126.0,40.4,71337.0,30699.0,0
CA,94596.0,9,Walnut Creek,US,37.9,-122.06,20524.0,39.0,81863.0,52223.0,0
CA,94597.0,3,Walnut Creek,US,37.93,-122.05,21271.0,39.8,90717.0,52065.0,0
CA,94598.0,4,Walnut Creek,US,37.93,-122.02,27328.0,47.0,126936.0,59681.0,0
CA,94601.0,1,Oakland,US,37.77,-122.23,50024.0,32.7,39184.0,16672.0,0
CA,94602.0,1,Oakland,US,37.8,-122.22,29829.0,41.6,69382.0,41723.0,0
CA,94603.0,1,Oakland,US,37.73,-122.19,33116.0,31.3,42366.0,17310.0,0
CA,94606.0,1,Oakland,US,37.79,-122.25,38055.0,34.7,40893.0,22625.0,0
CA,94607.0,2,Oakland,US,37.8,-122.27,26172.0,34.4,35837.0,27212.0,0
CA,94608.0,5,Emeryville,US,37.85,-122.28,28125.0,37.1,58917.0,40751.0,0
CA,94610.0,1,Oakland,US,37.81,-122.24,30537.0,39.5,75477.0,58891.0,0
CA,94611.0,5,Oakland,US,37.83,-122.21,38023.0,43.5,110999.0,74962.0,0
CA,94612.0,3,Oakland,US,37.81,-122.27,14782.0,40.5,32993.0,32425.0,0
CA,94618.0,1,Oakland,US,37.85,-122.25,16884.0,41.8,128931.0,75889.0,0
CA,94621.0,5,Oakland,US,37.74,-122.2,33369.0,29.0,31903.0,13082.0,0
CA,94704.0,2,Berkeley,US,37.87,-122.27,26573.0,21.9,26478.0,20723.0,0
CA,94705.0,1,Berkeley,US,37.86,-122.26,13224.0,43.6,100298.0,73454.0,0
CA,94707.0,1,Berkeley,US,37.89,-122.28,12555.0,50.6,138868.0,73258.0,0
CA,94709.0,1,Berkeley,US,37.88,-122.27,11866.0,29.1,62473.0,41079.0,0
CA,94710.0,1,Albany,US,37.88,-122.31,6802.0,35.3,56995.0,33476.0,0
CA,94801.0,1,Point Richmond,US,37.93,-122.38,30462.0,30.7,42767.0,19070.0,0
CA,94803.0,2,San Pablo,US,37.98,-122.3,25252.0,42.6,76545.0,37088.0,0
CA,94805.0,1,Richmond,US,37.93,-122.33,14701.0,38.9,67110.0,29572.0,0
CA,94806.0,3,San Pablo,US,37.99,-122.33,60627.0,34.2,52014.0,21909.0,0
CA,94901.0,5,San Rafael,US,37.97,-122.49,42488.0,40.0,78044.0,46922.0,0
CA,94903.0,2,San Rafael,US,38.01,-122.55,30555.0,46.9,90334.0,51310.0,0
CA,94904.0,1,Greenbrae,US,37.95,-122.52,12458.0,49.7,105313.0,90549.0,0
CA,94925.0,4,Corte Madera,US,37.93,-122.51,9595.0,44.2,122868.0,65651.0,0
CA,94928.0,7,Rohnert Park,US,38.36,-122.68,43028.0,32.5,58320.0,26263.0,0
CA,94931.0,1,Cotati,US,38.33,-122.7,8442.0,35.8,62415.0,31635.0,0
CA,94939.0,1,Larkspur,US,37.95,-122.51,6936.0,47.5,96782.0,75416.0,0
CA,94941.0,5,Mill Valley,US,37.9,-122.52,31168.0,45.2,121689.0,82478.0,0
CA,94945.0,4,Novato,US,38.12,-122.55,18602.0,45.1,82100.0,44410.0,0
CA,94947.0,1,Novato,US,38.1,-122.57,26252.0,43.7,82434.0,43860.0,0
CA,94949.0,1,Novato,US,38.06,-122.53,16366.0,44.7,75879.0,51851.0,0
